SUPPORT,CONFIDENCE,LIFT,LHS,RHS,COUNT
0.0155,0.23076923076923075,3,239,"(711,)",5
0.0155,0.08955223880597016,3,956,"(60,)",5
0.0155,0.2222222222222222,3,317,"(239,)",5
0.0155,0.5454545454545454,3,628,"(956,)",5
0.01292,0.13157894736842105,1,633,"(61,)",5
0.0155,0.08955223880597016,3,956,"(115,)",5
0.01292,0.07575757575757576,3,951,"(210,)",5
0.01292,0.41666666666666663,16,251,"(1322,)",5
0.01292,0.5,16,1322,"(251,)",5
0.01292,0.09259259259259259,3,953,"(1450,)",5
0.01292,0.18518518518518517,8,998,"(1391,)",5
0.01292,0.10204081632653061,2,697,"(81,)",5
0.01292,0.5555555555555556,3,361,"(703,)",5
0.01292,0.25,7,1279,"(695,)",5
0.0155,0.12244897959183675,1,697,"(65,)",5
0.0155,0.16216216216216217,1,65,"(697,)",5
0.01292,0.29411764705882354,2,1148,"(1062,)",5
0.01292,0.29411764705882354,8,267,"(104,)",5
0.0155,0.12244897959183675,2,697,"(639,)",5
0.01292,0.10204081632653061,2,1062,"(1148,)",5
0.01292,0.5,3,1277,"(1266,)",5
0.01292,0.09259259259259259,3,1266,"(1277,)",5
0.01292,0.35714285714285715,8,644,"(241,)",5
0.01292,0.18518518518518517,3,998,"(249,)",5
0.01292,0.10204081632653061,2,1324,"(595,)",5
0.01292,0.6249999999999999,16,188,"(187,)",5
0.01292,0.35714285714285715,8,630,"(1205,)",5
0.01292,0.25,7,249,"(1321,)",5
0.0155,0.25,3,972,"(1027,)",5
0.01292,0.18518518518518517,3,308,"(307,)",5
0.01292,0.29411764705882354,8,241,"(644,)",5
0.0155,0.1111111111111111,1,1266,"(954,)",5
0.01292,0.10416666666666666,1,1348,"(260,)",5
0.01292,0.09259259259259259,1,953,"(1085,)",5
0.01292,0.20833333333333331,1,1085,"(953,)",5
0.01292,0.41666666666666663,8,1213,"(598,)",5
0.01292,0.45454545454545453,3,698,"(953,)",5
0.01292,0.18518518518518517,3,308,"(952,)",5
0.01292,0.25,1,708,"(1056,)",5
0.01292,0.22727272727272727,3,307,"(308,)",5
0.01292,0.18518518518518517,8,308,"(1246,)",5
0.01292,0.18518518518518517,1,260,"(1348,)",5
0.0155,0.1111111111111111,1,1030,"(864,)",5
0.0155,0.3157894736842105,2,639,"(697,)",5
0.0155,0.2727272727272727,8,952,"(695,)",5
0.01292,0.2777777777777778,8,598,"(1213,)",5
0.01292,0.29411764705882354,2,595,"(1324,)",5
0.0155,0.16216216216216217,8,1370,"(900,)",5
0.0155,0.8571428571428572,8,900,"(1370,)",5
0.0155,0.4615384615384615,8,695,"(952,)",5
0.01292,0.25,3,833,"(308,)",5
0.0155,0.2,1,1245,"(1030,)",5
0.01292,0.14705882352941177,3,1087,"(971,)",5
0.01292,0.29411764705882354,3,971,"(1087,)",5
0.01292,0.13157894736842105,3,1026,"(187,)",5
0.01292,0.08928571428571429,1,712,"(1085,)",5
0.0155,0.3157894736842105,8,639,"(630,)",5
0.01292,0.29411764705882354,8,265,"(266,)",5
0.01292,0.3846153846153846,8,266,"(265,)",5
0.01292,0.07462686567164178,1,956,"(249,)",5
0.0155,0.10714285714285715,3,712,"(409,)",5
0.0155,0.12000000000000001,2,1267,"(1244,)",5
0.01292,0.31249999999999994,17,1317,"(591,)",5
0.01292,0.31249999999999994,17,724,"(725,)",5
0.01292,0.7142857142857143,17,591,"(1317,)",5
0.01292,0.7142857142857143,17,725,"(724,)",5
0.0155,0.3157894736842105,2,1244,"(1267,)",5
0.01292,0.2631578947368421,3,834,"(1245,)",5
0.01292,0.16666666666666666,3,1245,"(834,)",5
0.01292,1.0,16,1285,"(1085,)",5
0.01292,0.20833333333333331,16,1085,"(1285,)",5
0.01292,0.2631578947368421,3,1028,"(1245,)",5
0.01292,0.45454545454545453,17,1450,"(910,)",5
0.01292,0.16666666666666666,3,1245,"(1028,)",5
0.0155,0.1875,8,954,"(819,)",5
0.01292,0.2,7,841,"(1277,)",5
0.01292,0.5,7,1277,"(841,)",5
0.0155,0.4285714285714286,8,630,"(639,)",5
0.01292,0.17857142857142858,1,35,"(1348,)",5
0.01292,0.17857142857142858,1,255,"(1348,)",5
0.0155,0.2142857142857143,3,255,"(626,)",5
0.01292,0.8333333333333333,53,1154,"(1156,)",5
0.0155,0.09090909090909091,3,951,"(115,)",5
0.0155,0.5454545454545454,3,115,"(951,)",5
0.0155,0.18181818181818182,3,700,"(952,)",5
0.01292,0.8333333333333333,53,1144,"(1143,)",5
0.01292,0.8333333333333333,53,1143,"(1144,)",5
0.01292,0.3333333333333333,3,1165,"(65,)",5
0.01292,0.13157894736842105,3,1026,"(1165,)",5
0.01292,0.3333333333333333,3,1165,"(1026,)",5
0.0155,0.2727272727272727,3,952,"(700,)",5
0.0155,0.23076923076923075,3,626,"(255,)",5
0.01292,0.20833333333333331,1,1085,"(712,)",5
0.01292,0.3333333333333333,3,187,"(1026,)",5
0.01292,0.13513513513513514,3,65,"(1165,)",5
0.01292,0.31249999999999994,8,640,"(630,)",5
0.01292,0.35714285714285715,8,630,"(640,)",5
0.0155,0.18181818181818182,1,700,"(1062,)",5
0.0155,0.12244897959183675,1,1062,"(700,)",5
0.01292,0.15624999999999997,1,103,"(1118,)",5
0.01292,0.11904761904761904,1,1118,"(103,)",5
0.01292,0.10416666666666666,1,1348,"(35,)",5
0.01292,0.10416666666666666,1,1348,"(255,)",5
0.0155,0.6666666666666666,8,819,"(954,)",5
0.0155,0.2222222222222222,1,260,"(951,)",5
0.01292,0.25,1,249,"(956,)",5
0.01292,0.08064516129032258,2,1120,"(409,)",5
0.01292,0.45454545454545453,14,981,"(1224,)",5
0.01292,0.41666666666666663,8,211,"(1320,)",5
0.0155,0.09677419354838711,1,1120,"(1027,)",5
0.0155,0.2222222222222222,1,1027,"(1120,)",5
0.0155,0.2142857142857143,1,255,"(703,)",5
0.01292,0.3846153846153846,2,1337,"(1120,)",5
0.01292,0.08064516129032258,2,1120,"(1040,)",5
0.01292,0.41666666666666663,3,994,"(710,)",5
0.01292,0.2631578947368421,14,1028,"(157,)",5
0.01292,0.3846153846153846,2,1040,"(1120,)",5
0.01292,0.3846153846153846,2,409,"(1120,)",5
0.01292,0.25,8,1320,"(211,)",5
0.01292,0.7142857142857143,14,157,"(1028,)",5
0.01292,0.3846153846153846,2,136,"(1120,)",5
0.01292,0.08064516129032258,2,1120,"(1337,)",5
0.01292,0.41666666666666663,2,1213,"(951,)",5
0.01292,0.08064516129032258,2,1120,"(136,)",5
0.0155,0.13043478260869565,2,710,"(1300,)",5
0.0155,0.09090909090909091,1,951,"(260,)",5
0.0155,0.2857142857142857,2,1300,"(710,)",5
0.01292,0.10869565217391304,3,710,"(994,)",5
0.01292,0.13157894736842105,3,61,"(631,)",5
0.01292,0.41666666666666663,2,994,"(951,)",5
0.01292,0.06756756756756757,1,982,"(1178,)",5
0.01292,0.5,17,910,"(1450,)",5
0.0155,0.375,7,702,"(707,)",5
0.01292,0.5555555555555556,7,1256,"(35,)",5
0.01292,0.3333333333333333,3,1325,"(1026,)",5
0.01292,0.5555555555555556,7,328,"(1319,)",5
0.01292,0.13157894736842105,3,1026,"(1325,)",5
0.01292,0.15151515151515152,1,700,"(1118,)",5
0.01292,0.17857142857142858,7,1319,"(328,)",5
0.01292,0.17857142857142858,7,35,"(1256,)",5
0.01292,0.8333333333333333,7,723,"(1118,)",5
0.01292,0.11904761904761904,7,1118,"(723,)",5
0.0155,0.4615384615384615,3,409,"(712,)",5
0.0155,0.3157894736842105,7,707,"(702,)",5
0.0155,0.11538461538461538,1,1247,"(103,)",5
0.01292,0.41666666666666663,14,1224,"(981,)",5
0.01292,0.45454545454545453,14,1534,"(1549,)",5
0.01292,0.23809523809523808,1,1300,"(951,)",5
0.01292,0.07575757575757576,1,951,"(1300,)",5
0.01292,0.41666666666666663,14,1549,"(1534,)",5
0.01292,0.11904761904761904,1,1118,"(700,)",5
0.01292,0.07575757575757576,2,951,"(1213,)",5
0.0155,0.1875,1,103,"(1247,)",5
0.01292,0.07575757575757576,2,951,"(994,)",5
0.01292,0.2777777777777778,1,1178,"(982,)",5
0.01292,0.8333333333333333,53,1156,"(1154,)",5
0.0155,0.09090909090909091,3,951,"(60,)",5
0.0155,0.5454545454545454,3,60,"(951,)",5
0.0155,0.4285714285714286,3,104,"(1348,)",5
0.01292,0.0704225352112676,2,1056,"(1533,)",5
0.0155,0.2,1,641,"(1030,)",5
0.0155,0.1111111111111111,1,1030,"(641,)",5
0.01292,0.3846153846153846,7,1283,"(1365,)",5
0.01292,0.45454545454545453,2,1533,"(1056,)",5
0.01292,0.3846153846153846,2,1321,"(703,)",5
0.0155,0.125,3,1348,"(104,)",5
0.01292,0.10204081632653061,2,1324,"(1526,)",5
0.01292,0.08333333333333333,2,703,"(1321,)",5
0.01292,0.3846153846153846,7,909,"(707,)",5
0.01292,0.2631578947368421,7,707,"(909,)",5
0.01292,0.2631578947368421,7,1365,"(1283,)",5
0.01292,0.08333333333333333,3,703,"(996,)",5
0.01292,0.5,3,996,"(703,)",5
0.01292,0.23809523809523808,3,1300,"(317,)",5
0.01292,0.31249999999999994,2,1526,"(1324,)",5
0.01292,0.7142857142857143,16,256,"(258,)",5
0.01292,0.29411764705882354,16,258,"(256,)",5
0.01292,0.31249999999999994,2,724,"(697,)",5
0.01292,0.3846153846153846,16,466,"(454,)",5
0.0155,0.08108108108108109,1,982,"(1085,)",5
0.01292,0.5555555555555556,16,454,"(466,)",5
0.01292,0.5,7,1044,"(635,)",5
0.01292,0.2,7,635,"(1044,)",5
0.0155,0.25,1,1085,"(982,)",5
0.01292,0.07462686567164178,1,956,"(1089,)",5
0.01292,0.21739130434782608,2,542,"(1087,)",5
0.0155,0.24000000000000002,3,635,"(308,)",5
0.01292,0.14705882352941177,2,1087,"(240,)",5
0.01292,0.14705882352941177,2,1087,"(542,)",5
0.01292,0.21739130434782608,2,240,"(1087,)",5
0.01292,0.16666666666666666,1,641,"(1324,)",5
0.01292,0.17241379310344826,2,1521,"(711,)",5
0.0155,0.2222222222222222,3,308,"(635,)",5
0.01292,0.10204081632653061,1,1324,"(641,)",5
0.01292,0.22727272727272727,1,1089,"(956,)",5
0.0155,0.6666666666666666,16,362,"(364,)",5
0.0155,0.25,3,972,"(1319,)",5
0.0155,0.375,16,364,"(362,)",5
0.01292,0.18518518518518517,2,711,"(1521,)",5
0.01292,0.41666666666666663,3,1057,"(705,)",5
0.01292,0.10638297872340424,3,705,"(1057,)",5
0.01292,0.35714285714285715,2,973,"(712,)",5
0.01292,0.35714285714285715,2,1242,"(712,)",5
0.01292,0.08928571428571429,2,712,"(1242,)",5
0.01292,0.10204081632653061,2,697,"(724,)",5
0.01292,0.08928571428571429,2,712,"(973,)",5
0.0155,0.2142857142857143,3,1319,"(972,)",5
0.01292,0.35714285714285715,3,630,"(64,)",5
0.01292,0.125,3,64,"(630,)",5
0.01292,0.1282051282051282,1,366,"(633,)",5
0.01292,0.08064516129032258,3,1120,"(362,)",5
0.01292,0.5555555555555556,3,189,"(956,)",5
0.01292,0.5555555555555556,3,27,"(956,)",5
0.01292,0.5555555555555556,3,1410,"(956,)",5
0.01292,0.07462686567164178,3,956,"(27,)",5
0.01292,0.07462686567164178,3,956,"(1410,)",5
0.01292,0.07462686567164178,3,956,"(189,)",5
0.01292,0.07462686567164178,3,956,"(875,)",5
0.01292,0.07462686567164178,3,956,"(362,)",5
0.01292,0.08064516129032258,3,1120,"(696,)",5
0.01292,0.08064516129032258,3,1120,"(948,)",5
0.01292,0.08064516129032258,3,1120,"(189,)",5
0.01292,0.5555555555555556,3,875,"(956,)",5
0.01292,0.5555555555555556,3,696,"(1120,)",5
0.01292,0.31249999999999994,8,1526,"(1165,)",5
0.01292,0.31249999999999994,8,367,"(1165,)",5
0.01292,0.31249999999999994,8,724,"(187,)",5
0.01292,0.5555555555555556,3,189,"(1120,)",5
0.01292,0.13157894736842105,1,633,"(366,)",5
0.0155,0.14634146341463414,1,757,"(849,)",5
0.0155,0.15,1,849,"(757,)",5
0.01292,0.5555555555555556,3,948,"(1120,)",5
0.01292,0.5555555555555556,3,362,"(1120,)",5
0.01292,0.5555555555555556,3,362,"(956,)",5
0.0155,0.3157894736842105,3,1028,"(1026,)",5
0.01292,0.18518518518518517,3,317,"(1300,)",5
0.01292,0.3333333333333333,16,187,"(188,)",5
0.01292,0.35714285714285715,3,104,"(64,)",5
0.01292,0.18518518518518517,1,260,"(1267,)",5
0.01292,0.18518518518518517,1,998,"(1267,)",5
0.01292,0.1,1,1267,"(998,)",5
0.0155,0.09677419354838711,3,1120,"(628,)",5
0.0155,0.5454545454545454,3,628,"(1120,)",5
0.01292,0.125,3,64,"(104,)",5
0.01292,0.1,1,1267,"(260,)",5
0.01292,0.17857142857142858,3,255,"(1279,)",5
0.01292,0.5,14,627,"(699,)",5
0.0155,0.2608695652173913,1,240,"(1056,)",5
0.0155,0.3157894736842105,3,639,"(61,)",5
0.01292,0.25,3,1279,"(255,)",5
0.0155,0.08450704225352113,1,1056,"(240,)",5
0.01292,0.18518518518518517,7,711,"(1410,)",5
0.01292,0.18518518518518517,7,1174,"(201,)",5
0.01292,0.18518518518518517,7,711,"(819,)",5
0.01292,0.5555555555555556,7,1410,"(711,)",5
0.0155,0.15789473684210525,3,61,"(639,)",5
0.01292,0.5555555555555556,7,201,"(1174,)",5
0.01292,0.5555555555555556,7,819,"(711,)",5
0.0155,0.15789473684210525,3,1026,"(1028,)",5
0.01292,0.3333333333333333,3,631,"(61,)",5
0.0155,0.1,1,703,"(255,)",5
0.0155,0.35294117647058826,2,258,"(712,)",5
0.0155,0.18181818181818182,3,700,"(708,)",5
0.01292,0.10416666666666666,2,1348,"(258,)",5
0.01292,0.13157894736842105,3,1026,"(724,)",5
0.0155,0.1111111111111111,1,1030,"(1245,)",5
0.01292,0.10416666666666666,2,1348,"(1476,)",5
0.01292,0.15624999999999997,3,103,"(1178,)",5
0.01292,0.10416666666666666,3,1348,"(994,)",5
0.01292,0.13157894736842105,3,61,"(724,)",5
0.01292,0.10416666666666666,2,1348,"(252,)",5
0.0155,0.09090909090909091,3,951,"(993,)",5
0.0155,0.09090909090909091,3,951,"(992,)",5
0.0155,0.12244897959183675,2,1324,"(1279,)",5
0.01292,0.2777777777777778,3,1178,"(103,)",5
0.0155,0.3,2,1279,"(697,)",5
0.0155,0.3,2,1279,"(1324,)",5
0.0155,0.12244897959183675,2,697,"(1279,)",5
0.0155,0.14634146341463414,3,757,"(1317,)",5
0.01292,0.41666666666666663,3,62,"(1348,)",5
0.0155,0.375,3,1317,"(757,)",5
0.01292,0.13157894736842105,3,1026,"(640,)",5
0.01292,0.2631578947368421,3,1365,"(954,)",5
0.0155,0.3333333333333333,7,320,"(508,)",5
0.01292,0.13157894736842105,3,1026,"(367,)",5
0.0155,0.15,1,64,"(1118,)",5
0.0155,0.14285714285714285,1,1118,"(64,)",5
0.01292,0.11904761904761904,3,1118,"(695,)",5
0.0155,0.2222222222222222,3,308,"(1174,)",5
0.0155,0.2222222222222222,3,1174,"(711,)",5
0.0155,0.35294117647058826,7,508,"(320,)",5
0.0155,0.09090909090909091,3,951,"(1044,)",5
0.01292,0.3846153846153846,14,699,"(627,)",5
0.01292,0.45454545454545453,2,512,"(982,)",5
0.01292,0.06756756756756757,2,982,"(512,)",5
0.0155,0.2222222222222222,3,998,"(711,)",5
0.01292,0.29411764705882354,2,508,"(1348,)",5
0.01292,0.29411764705882354,2,252,"(1348,)",5
0.01292,0.10638297872340424,2,705,"(1476,)",5
0.0155,0.3333333333333333,8,320,"(846,)",5
0.01292,0.29411764705882354,2,1476,"(705,)",5
0.01292,0.29411764705882354,2,1328,"(1348,)",5
0.0155,0.2222222222222222,3,711,"(998,)",5
0.0155,0.3333333333333333,8,406,"(1048,)",5
0.01292,0.29411764705882354,2,1476,"(1348,)",5
0.01292,0.29411764705882354,2,258,"(1348,)",5
0.01292,0.29411764705882354,2,1205,"(705,)",5
0.01292,0.2777777777777778,3,320,"(954,)",5
0.01292,0.10416666666666666,2,1348,"(1328,)",5
0.01292,0.10416666666666666,2,1348,"(508,)",5
0.01292,0.10638297872340424,2,705,"(1205,)",5
0.01292,0.11904761904761904,3,1118,"(409,)",5
0.01292,0.11904761904761904,3,1118,"(1035,)",5
0.01292,0.22727272727272727,8,842,"(1277,)",5
0.01292,0.09615384615384615,1,1247,"(998,)",5
0.01292,0.29411764705882354,3,1148,"(954,)",5
0.01292,0.29411764705882354,3,265,"(954,)",5
0.01292,0.3333333333333333,8,187,"(1165,)",5
0.01292,0.14705882352941177,3,1087,"(724,)",5
0.01292,0.3333333333333333,8,1165,"(187,)",5
0.01292,0.31249999999999994,3,367,"(1026,)",5
0.01292,0.31249999999999994,3,724,"(1026,)",5
0.01292,0.31249999999999994,3,724,"(61,)",5
0.01292,0.31249999999999994,3,640,"(1026,)",5
0.01292,0.3846153846153846,3,1321,"(705,)",5
0.01292,0.10638297872340424,3,705,"(1321,)",5
0.01292,0.29411764705882354,3,971,"(103,)",5
0.01292,0.09259259259259259,1,1266,"(253,)",5
0.01292,0.18518518518518517,1,998,"(1247,)",5
0.01292,0.16666666666666666,3,641,"(406,)",5
0.01292,0.1923076923076923,7,1238,"(1277,)",5
0.01292,0.18518518518518517,1,260,"(1247,)",5
0.01292,0.15624999999999997,1,954,"(757,)",5
0.01292,0.3333333333333333,8,1165,"(367,)",5
0.01292,0.14705882352941177,3,1087,"(81,)",5
0.01292,0.1219512195121951,1,757,"(954,)",5
0.01292,0.29411764705882354,3,81,"(1087,)",5
0.01292,0.14705882352941177,3,1087,"(687,)",5
0.01292,0.29411764705882354,3,508,"(954,)",5
0.01292,0.3846153846153846,3,409,"(1118,)",5
0.01292,0.10638297872340424,2,705,"(241,)",5
0.01292,0.3846153846153846,3,695,"(1118,)",5
0.01292,0.41666666666666663,3,994,"(1348,)",5
0.0155,0.3333333333333333,7,320,"(252,)",5
0.01292,0.3846153846153846,3,1035,"(1118,)",5
0.01292,0.13157894736842105,3,61,"(1526,)",5
0.01292,0.13157894736842105,3,61,"(364,)",5
0.01292,0.29411764705882354,2,241,"(705,)",5
0.01292,0.15624999999999997,3,954,"(320,)",5
0.01292,0.10416666666666666,3,1348,"(62,)",5
0.01292,0.41666666666666663,3,250,"(1348,)",5
0.01292,0.15624999999999997,3,954,"(1365,)",5
0.01292,0.15624999999999997,3,954,"(508,)",5
0.01292,0.31249999999999994,3,1526,"(61,)",5
0.01292,0.15624999999999997,3,954,"(1148,)",5
0.01292,0.31249999999999994,3,687,"(1087,)",5
0.01292,0.31249999999999994,3,724,"(1087,)",5
0.01292,0.1923076923076923,1,253,"(1266,)",5
0.01292,0.15624999999999997,3,954,"(265,)",5
0.01292,0.09615384615384615,1,1247,"(260,)",5
0.01292,0.07575757575757576,1,951,"(1320,)",5
0.01292,0.31249999999999994,3,364,"(61,)",5
0.01292,0.15624999999999997,3,103,"(971,)",5
0.0155,0.2222222222222222,8,238,"(1211,)",5
0.01292,0.5,8,1277,"(842,)",5
0.0155,0.5454545454545454,3,698,"(703,)",5
0.0155,0.6,8,385,"(1027,)",5
0.01292,0.1923076923076923,3,1239,"(307,)",5
0.0155,0.4,8,1048,"(406,)",5
0.0155,0.10714285714285715,2,712,"(258,)",5
0.0155,0.10714285714285715,1,712,"(954,)",5
0.0155,0.1875,1,954,"(712,)",5
0.0155,0.10714285714285715,2,712,"(81,)",5
0.0155,0.35294117647058826,2,81,"(712,)",5
0.0155,0.10714285714285715,2,712,"(1328,)",5
0.0155,0.35294117647058826,2,1328,"(712,)",5
0.0155,0.10714285714285715,2,712,"(63,)",5
0.0155,0.2222222222222222,8,1027,"(385,)",5
0.01292,0.22727272727272727,3,307,"(1239,)",5
0.0155,0.6,8,385,"(998,)",5
0.0155,0.2222222222222222,8,998,"(385,)",5
0.01292,0.11904761904761904,2,1118,"(1365,)",5
0.01292,0.13157894736842105,2,61,"(614,)",5
0.01292,0.2631578947368421,2,1365,"(1118,)",5
0.01292,0.23809523809523808,2,614,"(61,)",5
0.01292,0.3333333333333333,8,1165,"(1325,)",5
0.01292,0.25,8,833,"(1549,)",5
0.01292,0.25,2,146,"(366,)",5
0.01292,0.1282051282051282,2,366,"(146,)",5
0.01292,0.20833333333333331,1,1085,"(1120,)",5
0.01292,0.08064516129032258,1,1120,"(1085,)",5
0.01292,0.10204081632653061,1,1324,"(317,)",5
0.01292,0.09259259259259259,2,953,"(1048,)",5
0.0155,0.1,3,703,"(698,)",5
0.0155,0.3,3,708,"(700,)",5
0.0155,0.3,3,249,"(700,)",5
0.0155,0.35294117647058826,2,63,"(712,)",5
0.0155,0.3,3,146,"(700,)",5
0.01292,0.2,3,635,"(952,)",5
0.01292,0.18518518518518517,2,238,"(641,)",5
0.01292,0.09259259259259259,2,953,"(846,)",5
0.0155,0.6,3,1044,"(951,)",5
0.01292,0.16666666666666666,2,641,"(238,)",5
0.0155,0.12244897959183675,3,697,"(644,)",5
0.0155,0.4,8,846,"(320,)",5
0.0155,0.4285714285714286,3,644,"(697,)",5
0.01292,0.18518518518518517,2,1174,"(1245,)",5
0.01292,0.09259259259259259,2,1030,"(1165,)",5
0.01292,0.3333333333333333,2,1048,"(953,)",5
0.0155,0.1111111111111111,2,1266,"(1178,)",5
0.0155,0.3333333333333333,2,1178,"(1266,)",5
0.0155,0.6,3,993,"(951,)",5
0.01292,0.3333333333333333,2,846,"(953,)",5
0.0155,0.6,3,992,"(951,)",5
0.01292,0.3333333333333333,8,187,"(724,)",5
0.01292,0.10204081632653061,1,697,"(1027,)",5
0.01292,0.18518518518518517,1,1174,"(697,)",5
0.01292,0.18518518518518517,2,998,"(1245,)",5
0.01292,0.16666666666666666,2,1245,"(998,)",5
0.0155,0.35294117647058826,7,252,"(320,)",5
0.01292,0.2777777777777778,1,406,"(1056,)",5
0.01292,0.15624999999999997,2,864,"(841,)",5
0.0155,0.2222222222222222,3,711,"(1174,)",5
0.01292,0.3333333333333333,8,1165,"(1526,)",5
0.0155,0.3333333333333333,2,25,"(1030,)",5
0.01292,0.25,2,1320,"(64,)",5
0.0155,0.1111111111111111,2,1030,"(25,)",5
0.01292,0.09259259259259259,2,953,"(1165,)",5
0.01292,0.3333333333333333,2,1165,"(953,)",5
0.0155,0.1111111111111111,2,953,"(320,)",5
0.01292,0.18518518518518517,2,1027,"(1245,)",5
0.01292,0.09259259259259259,2,1030,"(187,)",5
0.01292,0.3333333333333333,2,187,"(1030,)",5
0.0155,0.3333333333333333,2,320,"(953,)",5
0.0155,0.18181818181818182,3,700,"(249,)",5
0.01292,0.16666666666666666,2,1245,"(1174,)",5
0.01292,0.22727272727272727,3,952,"(635,)",5
0.01292,0.125,2,64,"(1320,)",5
0.0155,0.3333333333333333,2,320,"(1266,)",5
0.0155,0.1111111111111111,2,1266,"(320,)",5
0.0155,0.18181818181818182,3,700,"(146,)",5
0.0155,0.16216216216216217,2,65,"(253,)",5
0.01292,0.25,1,1320,"(951,)",5
0.01292,0.10204081632653061,1,697,"(1174,)",5
0.01292,0.07462686567164178,2,956,"(615,)",5
0.01292,0.3333333333333333,8,1325,"(1165,)",5
0.01292,0.41666666666666663,8,1549,"(833,)",5
0.01292,0.18518518518518517,1,1027,"(697,)",5
0.01292,0.18518518518518517,1,317,"(1324,)",5
0.01292,0.41666666666666663,2,615,"(956,)",5
0.01292,0.41666666666666663,2,250,"(956,)",5
0.01292,0.10204081632653061,1,1324,"(1174,)",5
0.01292,0.18518518518518517,1,1174,"(1324,)",5
0.01292,0.41666666666666663,2,62,"(956,)",5
0.01292,0.07462686567164178,2,956,"(250,)",5
0.01292,0.07462686567164178,2,956,"(62,)",5
0.01292,0.3333333333333333,2,1165,"(1030,)",5
0.0155,0.6,8,1211,"(238,)",5
0.0155,0.23076923076923075,2,253,"(65,)",5
0.0155,0.2727272727272727,8,307,"(250,)",5
0.0155,0.5,8,250,"(307,)",5
0.01292,0.3333333333333333,2,1048,"(1030,)",5
0.01292,0.09259259259259259,2,1030,"(1048,)",5
0.01292,0.16666666666666666,2,1245,"(1027,)",5
0.0155,0.3333333333333333,2,406,"(1030,)",5
0.0155,0.2222222222222222,3,1174,"(308,)",5
0.0155,0.1111111111111111,2,1030,"(406,)",5
0.01292,0.10416666666666666,3,1348,"(250,)",5
0.01292,0.1923076923076923,2,253,"(700,)",5
0.0155,0.08955223880597016,2,956,"(631,)",5
0.01292,0.07575757575757576,1,951,"(364,)",5
0.01292,0.17857142857142858,1,255,"(1026,)",5
0.01292,0.25,4,1320,"(1080,)",5
0.01292,0.22727272727272727,4,1080,"(1320,)",5
0.01292,0.2,5,635,"(630,)",5
0.01292,0.35714285714285715,5,630,"(635,)",5
0.0155,0.2,5,641,"(630,)",5
0.0155,0.4285714285714286,5,630,"(641,)",5
0.0155,0.09090909090909091,4,951,"(1407,)",5
0.0155,0.75,4,1407,"(951,)",5
0.0155,0.08450704225352113,1,1056,"(320,)",5
0.0155,0.5454545454545454,5,60,"(633,)",5
0.0155,0.3157894736842105,5,1365,"(307,)",5
0.0155,0.2727272727272727,5,307,"(1365,)",5
0.0155,0.2727272727272727,5,307,"(1028,)",5
0.0155,0.3157894736842105,5,1028,"(307,)",5
0.0155,0.15789473684210525,5,633,"(60,)",5
0.0155,0.2727272727272727,5,842,"(1244,)",5
0.0155,0.3157894736842105,5,1244,"(842,)",5
0.01292,0.5555555555555556,4,1071,"(1062,)",5
0.01292,0.17857142857142858,1,1319,"(1026,)",5
0.01292,0.08928571428571429,1,712,"(639,)",5
0.01292,0.13157894736842105,1,1026,"(1319,)",5
0.0155,0.1276595744680851,1,705,"(238,)",5
0.01292,0.07575757575757576,1,951,"(1101,)",5
0.01292,0.15151515151515152,1,700,"(954,)",5
0.01292,0.22727272727272727,1,952,"(1348,)",5
0.01292,0.31249999999999994,1,1101,"(951,)",5
0.01292,0.15624999999999997,1,954,"(700,)",5
0.01292,0.31249999999999994,1,702,"(951,)",5
0.01292,0.31249999999999994,1,364,"(951,)",5
0.0155,0.09090909090909091,2,951,"(1148,)",5
0.01292,0.22727272727272727,4,842,"(833,)",5
0.01292,0.2631578947368421,1,639,"(712,)",5
0.0155,0.35294117647058826,2,1148,"(951,)",5
0.01292,0.25,4,833,"(842,)",5
0.0155,0.2222222222222222,1,238,"(705,)",5
0.01292,0.21739130434782608,1,1478,"(710,)",5
0.01292,0.10869565217391304,1,710,"(1478,)",5
0.01292,0.5555555555555556,26,362,"(1318,)",5
0.01292,0.6249999999999999,26,1318,"(362,)",5
0.01292,0.13157894736842105,1,1026,"(255,)",5
0.01292,0.5555555555555556,4,1043,"(1062,)",5
0.01292,0.10204081632653061,4,1062,"(1043,)",5
0.01292,0.10204081632653061,4,1062,"(1071,)",5
0.01292,0.31249999999999994,4,1101,"(1319,)",5
0.01292,0.17241379310344826,1,1521,"(65,)",5
0.01292,0.13513513513513514,1,65,"(1521,)",5
0.0155,0.15789473684210525,1,1026,"(1087,)",5
0.0155,0.35294117647058826,2,1328,"(951,)",5
0.01292,0.08928571428571429,4,712,"(803,)",5
0.01292,0.17857142857142858,4,1319,"(364,)",5
0.01292,0.17857142857142858,4,1319,"(1101,)",5
0.01292,0.31249999999999994,4,364,"(1319,)",5
0.01292,0.6249999999999999,4,803,"(712,)",5
0.01292,0.41666666666666663,4,407,"(1370,)",5
0.0155,0.17647058823529413,1,1087,"(1026,)",5
0.0155,0.09090909090909091,2,951,"(1328,)",5
0.0155,0.12244897959183675,4,697,"(698,)",5
0.0155,0.12244897959183675,4,1324,"(1112,)",5
0.0155,0.5454545454545454,4,698,"(697,)",5
0.0155,0.5454545454545454,4,1112,"(1324,)",5
0.0155,0.3,2,833,"(712,)",5
