SUPPORT,CONFIDENCE,LIFT,LHS,RHS,COUNT
0.0155,0.35294117647058826,4,1240,"(700,)",5
0.0155,0.35294117647058826,4,63,"(700,)",5
0.0155,0.2608695652173913,5,240,"(241,)",5
0.01292,0.2,5,635,"(466,)",5
0.01292,0.07462686567164178,4,956,"(1037,)",5
0.01292,0.3846153846153846,5,466,"(635,)",5
0.0155,0.18181818181818182,4,700,"(1240,)",5
0.0155,0.2608695652173913,2,1478,"(705,)",5
0.0155,0.1276595744680851,2,705,"(1478,)",5
0.01292,0.1923076923076923,4,626,"(320,)",5
0.01292,0.2777777777777778,4,320,"(626,)",5
0.01292,0.7142857142857143,4,905,"(956,)",5
0.01292,0.7142857142857143,4,1037,"(956,)",5
0.01292,0.31249999999999994,6,364,"(249,)",5
0.01292,0.15624999999999997,6,864,"(850,)",5
0.01292,0.25,1,249,"(712,)",5
0.0155,0.15789473684210525,4,633,"(1165,)",5
0.0155,0.2857142857142857,4,614,"(1174,)",5
0.01292,0.5,6,850,"(864,)",5
0.0155,0.08450704225352113,4,1056,"(801,)",5
0.0155,0.08450704225352113,4,1056,"(1407,)",5
0.0155,0.75,4,1407,"(1056,)",5
0.0155,0.75,4,801,"(1056,)",5
0.0155,0.6,6,1211,"(1026,)",5
0.0155,0.15789473684210525,6,1026,"(1211,)",5
0.0155,0.4,4,1165,"(633,)",5
0.0155,0.2222222222222222,4,82,"(614,)",5
0.0155,0.4,4,631,"(633,)",5
0.01292,0.6249999999999999,40,803,"(135,)",5
0.01292,0.8333333333333333,40,135,"(803,)",5
0.0155,0.15789473684210525,4,633,"(631,)",5
0.01292,0.2777777777777778,2,25,"(1267,)",5
0.01292,0.1,2,1267,"(25,)",5
0.0155,0.15789473684210525,4,633,"(187,)",5
0.01292,0.08928571428571429,1,712,"(249,)",5
0.0155,0.2222222222222222,4,1174,"(614,)",5
0.0155,0.2857142857142857,4,614,"(82,)",5
0.0155,0.5,4,995,"(705,)",5
0.0155,0.3333333333333333,1,406,"(982,)",5
0.01292,0.25,6,708,"(724,)",5
0.01292,0.25,6,249,"(364,)",5
0.01292,0.5,6,848,"(954,)",5
0.0155,0.08108108108108109,1,982,"(406,)",5
0.0155,0.08108108108108109,1,982,"(598,)",5
0.01292,0.25,6,1320,"(724,)",5
0.01292,0.06756756756756757,1,982,"(1527,)",5
0.01292,0.06756756756756757,1,982,"(187,)",5
0.01292,0.3333333333333333,1,187,"(982,)",5
0.0155,0.3,1,756,"(956,)",5
0.01292,0.3333333333333333,1,1527,"(982,)",5
0.0155,0.3333333333333333,1,598,"(982,)",5
0.01292,0.2777777777777778,1,320,"(1120,)",5
0.01292,0.08064516129032258,1,1120,"(320,)",5
0.0155,0.08955223880597016,1,956,"(708,)",5
0.0155,0.08955223880597016,1,956,"(756,)",5
0.0155,0.3,1,708,"(956,)",5
0.01292,0.125,6,849,"(46,)",5
0.01292,0.13157894736842105,1,1026,"(1245,)",5
0.0155,0.2727272727272727,2,952,"(1062,)",5
0.0155,0.23076923076923075,2,253,"(64,)",5
0.0155,0.18181818181818182,6,700,"(1112,)",5
0.01292,0.13157894736842105,3,633,"(1040,)",5
0.01292,0.13157894736842105,3,1026,"(1040,)",5
0.01292,0.3846153846153846,3,1040,"(633,)",5
0.01292,0.5555555555555556,21,696,"(709,)",5
0.0155,0.1111111111111111,1,1030,"(239,)",5
0.0155,0.23076923076923075,1,239,"(1030,)",5
0.0155,0.11538461538461538,1,1247,"(1027,)",5
0.0155,0.2222222222222222,1,1027,"(1247,)",5
0.0155,0.09090909090909091,3,951,"(189,)",5
0.0155,0.11538461538461538,1,1247,"(1174,)",5
0.0155,0.2222222222222222,1,1174,"(1247,)",5
0.0155,0.16216216216216217,1,65,"(633,)",5
0.0155,0.16216216216216217,1,1370,"(1026,)",5
0.0155,0.15789473684210525,1,633,"(65,)",5
0.0155,0.16216216216216217,1,65,"(1026,)",5
0.0155,0.15789473684210525,1,1026,"(65,)",5
0.0155,0.3157894736842105,1,707,"(982,)",5
0.0155,0.15789473684210525,1,1026,"(1370,)",5
0.0155,0.08108108108108109,1,982,"(707,)",5
0.01292,0.3846153846153846,3,1040,"(1026,)",5
0.01292,0.3846153846153846,3,466,"(1026,)",5
0.01292,0.3846153846153846,3,466,"(633,)",5
0.0155,0.09677419354838711,2,1120,"(1328,)",5
0.0155,0.5,3,994,"(697,)",5
0.01292,0.5,3,993,"(697,)",5
0.01292,0.5,3,992,"(697,)",5
0.0155,0.1,6,703,"(749,)",5
0.0155,1.0,6,749,"(703,)",5
0.0155,0.35294117647058826,2,267,"(1120,)",5
0.0155,0.35294117647058826,2,1328,"(1120,)",5
0.0155,0.09677419354838711,2,1120,"(267,)",5
0.0155,0.2222222222222222,2,1027,"(366,)",5
0.01292,0.13157894736842105,3,633,"(466,)",5
0.01292,0.29411764705882354,3,267,"(1521,)",5
0.01292,0.17241379310344826,3,1521,"(267,)",5
0.0155,0.15384615384615385,2,366,"(1027,)",5
0.0155,0.16216216216216217,3,65,"(724,)",5
0.0155,0.375,3,724,"(65,)",5
0.01292,0.13157894736842105,3,633,"(136,)",5
0.01292,0.3846153846153846,3,136,"(633,)",5
0.01292,0.13157894736842105,3,1026,"(466,)",5
0.01292,0.15151515151515152,3,700,"(187,)",5
0.0155,0.09090909090909091,3,951,"(819,)",5
0.01292,0.2631578947368421,2,639,"(710,)",5
0.01292,0.45454545454545453,6,984,"(1174,)",5
0.01292,0.45454545454545453,6,1366,"(1027,)",5
0.01292,0.18518518518518517,6,711,"(981,)",5
0.01292,0.18518518518518517,6,1027,"(1366,)",5
0.01292,0.45454545454545453,6,1112,"(1027,)",5
0.01292,0.45454545454545453,6,984,"(238,)",5
0.0155,0.15,2,64,"(239,)",5
0.01292,0.18518518518518517,6,1027,"(1112,)",5
0.01292,0.18518518518518517,6,1174,"(984,)",5
0.01292,0.45454545454545453,6,981,"(711,)",5
0.01292,0.09259259259259259,1,953,"(1089,)",5
0.01292,0.18518518518518517,6,238,"(984,)",5
0.01292,0.10204081632653061,6,1062,"(534,)",5
0.01292,0.8333333333333333,6,534,"(1062,)",5
0.0155,0.1111111111111111,3,953,"(60,)",5
0.0155,0.15,2,64,"(253,)",5
0.0155,0.6666666666666666,3,189,"(951,)",5
0.0155,0.2222222222222222,3,1174,"(884,)",5
0.0155,0.2727272727272727,3,884,"(317,)",5
0.01292,0.09259259259259259,1,953,"(884,)",5
0.01292,0.22727272727272727,1,1089,"(953,)",5
0.01292,0.21739130434782608,2,542,"(61,)",5
0.0155,0.09090909090909091,3,951,"(1296,)",5
0.01292,0.13157894736842105,2,61,"(542,)",5
0.01292,0.10869565217391304,2,710,"(639,)",5
0.01292,0.3846153846153846,2,1321,"(956,)",5
0.01292,0.07462686567164178,2,956,"(153,)",5
0.01292,0.07462686567164178,2,956,"(1321,)",5
0.01292,0.3846153846153846,2,695,"(956,)",5
0.01292,0.3846153846153846,2,153,"(956,)",5
0.01292,0.07462686567164178,2,956,"(695,)",5
0.01292,0.17857142857142858,1,255,"(1118,)",5
0.01292,0.09259259259259259,1,1030,"(1089,)",5
0.01292,0.11904761904761904,1,1118,"(255,)",5
0.01292,0.2631578947368421,1,707,"(1120,)",5
0.01292,0.2631578947368421,1,1028,"(1120,)",5
0.01292,0.08064516129032258,1,1120,"(1028,)",5
0.01292,0.08064516129032258,1,1120,"(707,)",5
0.0155,0.09090909090909091,3,951,"(696,)",5
0.01292,0.22727272727272727,1,1089,"(1030,)",5
0.01292,0.22727272727272727,1,884,"(953,)",5
0.01292,0.5,3,1024,"(1062,)",5
0.01292,0.5555555555555556,21,1234,"(1233,)",5
0.0155,0.09090909090909091,2,951,"(687,)",5
0.01292,0.06756756756756757,2,982,"(318,)",5
0.01292,0.18518518518518517,2,238,"(700,)",5
0.01292,0.5,4,992,"(1348,)",5
0.01292,0.10416666666666666,4,1348,"(992,)",5
0.01292,0.22727272727272727,1,307,"(1247,)",5
0.01292,0.09615384615384615,1,1247,"(307,)",5
0.01292,0.41666666666666663,2,318,"(982,)",5
0.01292,0.20833333333333331,2,1085,"(65,)",5
0.01292,0.13513513513513514,2,65,"(1085,)",5
0.01292,0.6249999999999999,4,387,"(703,)",5
0.01292,0.18518518518518517,2,998,"(700,)",5
0.01292,0.31249999999999994,4,640,"(641,)",5
0.01292,0.15624999999999997,4,954,"(187,)",5
0.01292,0.13513513513513514,4,1370,"(1283,)",5
0.0155,0.08450704225352113,2,1056,"(1048,)",5
0.01292,0.3846153846153846,4,1283,"(1370,)",5
0.0155,0.4,2,1048,"(1056,)",5
0.0155,0.15789473684210525,2,633,"(255,)",5
0.0155,0.2142857142857143,2,255,"(633,)",5
0.01292,0.15151515151515152,2,700,"(238,)",5
0.01292,0.18518518518518517,2,308,"(700,)",5
0.01292,0.21739130434782608,4,1478,"(1300,)",5
0.01292,0.17857142857142858,2,1319,"(954,)",5
0.0155,0.5454545454545454,6,1112,"(700,)",5
0.0155,0.12244897959183675,2,1324,"(952,)",5
0.0155,0.12244897959183675,2,1062,"(952,)",5
0.01292,0.31249999999999994,2,640,"(712,)",5
0.01292,0.15624999999999997,2,954,"(1319,)",5
0.01292,0.15624999999999997,2,103,"(255,)",5
0.01292,0.08928571428571429,2,712,"(640,)",5
0.01292,0.17857142857142858,2,255,"(103,)",5
0.0155,0.16216216216216217,2,1370,"(1521,)",5
0.01292,0.15151515151515152,2,700,"(308,)",5
0.0155,0.20689655172413793,2,1521,"(1370,)",5
0.0155,0.08955223880597016,2,956,"(687,)",5
0.0155,0.375,2,364,"(956,)",5
0.0155,0.08955223880597016,2,956,"(364,)",5
0.0155,0.375,2,687,"(956,)",5
0.0155,0.375,2,702,"(956,)",5
0.0155,0.08955223880597016,2,956,"(702,)",5
0.01292,0.15151515151515152,2,700,"(998,)",5
0.01292,0.23809523809523808,4,1300,"(1478,)",5
0.01292,0.1923076923076923,2,626,"(1087,)",5
0.0155,0.375,2,687,"(951,)",5
0.01292,0.125,1,849,"(1521,)",5
0.01292,0.18518518518518517,3,238,"(320,)",5
0.01292,0.09259259259259259,3,953,"(696,)",5
0.01292,0.18518518518518517,3,308,"(320,)",5
0.01292,0.18518518518518517,3,238,"(598,)",5
0.01292,0.09259259259259259,3,953,"(819,)",5
0.01292,0.21739130434782608,1,240,"(1267,)",5
0.0155,0.125,2,1348,"(842,)",5
0.0155,0.2727272727272727,2,842,"(1348,)",5
0.01292,0.17241379310344826,1,1521,"(849,)",5
0.01292,0.18518518518518517,3,82,"(406,)",5
0.01292,0.10204081632653061,3,697,"(992,)",5
0.01292,0.10204081632653061,3,697,"(993,)",5
0.01292,0.10204081632653061,3,1062,"(992,)",5
0.01292,0.10204081632653061,3,1062,"(1024,)",5
0.0155,0.12244897959183675,3,697,"(994,)",5
0.0155,0.24000000000000002,1,635,"(712,)",5
0.01292,0.5,3,992,"(1062,)",5
0.0155,0.10714285714285715,1,712,"(635,)",5
0.01292,0.18518518518518517,3,1027,"(320,)",5
0.01292,0.2777777777777778,3,320,"(238,)",5
0.01292,0.14705882352941177,2,1087,"(626,)",5
0.01292,0.25,6,756,"(846,)",5
0.01292,0.10204081632653061,2,697,"(25,)",5
0.01292,0.10204081632653061,2,1062,"(1178,)",5
0.01292,0.2777777777777778,2,1178,"(1062,)",5
0.01292,0.2777777777777778,2,25,"(697,)",5
0.0155,0.5,6,1213,"(1245,)",5
0.01292,0.1,1,1267,"(240,)",5
0.01292,0.22727272727272727,3,307,"(884,)",5
0.01292,0.22727272727272727,3,884,"(307,)",5
0.0155,0.2,6,1245,"(1213,)",5
0.01292,0.2777777777777778,3,598,"(238,)",5
0.01292,0.3333333333333333,6,846,"(756,)",5
0.01292,0.29411764705882354,22,1205,"(1201,)",5
0.01292,0.5555555555555556,3,696,"(953,)",5
0.01292,1.0,22,1201,"(1205,)",5
0.01292,0.2777777777777778,3,320,"(1027,)",5
0.01292,0.2777777777777778,3,406,"(82,)",5
0.01292,0.5555555555555556,3,819,"(953,)",5
0.01292,0.2777777777777778,3,320,"(308,)",5
0.0155,0.1875,2,954,"(1521,)",5
0.0155,0.35294117647058826,3,252,"(1026,)",5
0.01292,0.41666666666666663,2,1213,"(712,)",5
0.01292,0.17857142857142858,2,1319,"(841,)",5
0.0155,0.35294117647058826,2,1205,"(1030,)",5
0.0155,0.1276595744680851,3,705,"(364,)",5
0.01292,0.10638297872340424,2,705,"(367,)",5
0.01292,0.31249999999999994,2,367,"(705,)",5
0.01292,0.31249999999999994,2,1317,"(705,)",5
0.01292,0.10638297872340424,2,705,"(1317,)",5
0.01292,0.31249999999999994,2,1526,"(705,)",5
0.01292,0.10638297872340424,2,705,"(1526,)",5
0.01292,0.2,1,841,"(956,)",5
0.01292,0.07462686567164178,1,956,"(841,)",5
0.0155,0.1276595744680851,3,705,"(724,)",5
0.01292,0.41666666666666663,10,62,"(187,)",5
0.01292,0.3333333333333333,10,187,"(62,)",5
0.0155,0.5,2,995,"(951,)",5
0.0155,0.2,1,641,"(1120,)",5
0.01292,0.29411764705882354,3,1205,"(65,)",5
0.01292,0.29411764705882354,3,258,"(65,)",5
0.01292,0.13513513513513514,3,65,"(258,)",5
0.01292,0.29411764705882354,3,508,"(1370,)",5
0.01292,0.17857142857142858,2,1319,"(635,)",5
0.01292,0.2,2,635,"(1319,)",5
0.0155,0.09677419354838711,1,1120,"(641,)",5
0.01292,0.29411764705882354,3,1240,"(1370,)",5
0.01292,0.13513513513513514,3,1370,"(1240,)",5
0.01292,0.13513513513513514,3,1370,"(508,)",5
0.01292,0.15624999999999997,1,954,"(1267,)",5
0.0155,0.16216216216216217,1,1370,"(1247,)",5
0.0155,0.16216216216216217,1,65,"(1247,)",5
0.01292,0.14705882352941177,1,1087,"(1062,)",5
0.01292,0.22727272727272727,9,307,"(261,)",5
0.01292,0.5555555555555556,9,261,"(307,)",5
0.01292,0.15151515151515152,9,700,"(749,)",5
0.01292,0.11904761904761904,2,1118,"(598,)",5
0.01292,0.17857142857142858,2,1319,"(998,)",5
0.01292,0.1923076923076923,2,626,"(308,)",5
0.01292,0.17857142857142858,2,1319,"(238,)",5
0.01292,0.18518518518518517,2,998,"(1319,)",5
0.0155,0.2222222222222222,1,317,"(982,)",5
0.01292,0.18518518518518517,2,238,"(1319,)",5
0.01292,0.10204081632653061,1,697,"(1087,)",5
0.01292,0.10204081632653061,1,1062,"(1087,)",5
0.0155,0.11538461538461538,1,1247,"(65,)",5
0.01292,0.14705882352941177,1,1087,"(697,)",5
0.01292,0.17857142857142858,2,255,"(238,)",5
0.01292,0.18518518518518517,2,238,"(255,)",5
0.01292,0.09259259259259259,2,1266,"(1242,)",5
0.01292,0.35714285714285715,2,1242,"(1266,)",5
0.01292,0.18518518518518517,2,711,"(255,)",5
0.01292,0.17857142857142858,2,255,"(711,)",5
0.01292,0.2777777777777778,2,598,"(1118,)",5
0.0155,0.11538461538461538,1,1247,"(1370,)",5
0.01292,0.1923076923076923,2,253,"(1521,)",5
0.01292,0.17241379310344826,2,1521,"(253,)",5
0.01292,0.13513513513513514,3,65,"(1205,)",5
0.01292,0.2,2,841,"(1319,)",5
0.01292,0.45454545454545453,2,984,"(956,)",5
0.01292,0.1,2,1267,"(1242,)",5
0.01292,0.2,2,635,"(255,)",5
0.0155,0.3333333333333333,2,598,"(697,)",5
0.0155,0.3333333333333333,2,406,"(697,)",5
0.01292,0.10204081632653061,2,1324,"(1325,)",5
0.01292,0.10204081632653061,2,1062,"(187,)",5
0.0155,0.3333333333333333,2,363,"(697,)",5
0.01292,0.3333333333333333,2,1325,"(1324,)",5
0.01292,0.3333333333333333,2,187,"(1062,)",5
0.01292,0.10869565217391304,2,710,"(1526,)",5
0.01292,0.10869565217391304,2,710,"(1317,)",5
0.01292,0.31249999999999994,2,1317,"(710,)",5
0.01292,0.31249999999999994,2,1526,"(710,)",5
0.01292,0.21739130434782608,2,1478,"(954,)",5
0.01292,0.15624999999999997,2,954,"(1478,)",5
0.01292,0.0704225352112676,3,1056,"(386,)",5
0.01292,0.1219512195121951,2,757,"(81,)",5
0.01292,0.29411764705882354,2,81,"(757,)",5
0.01292,0.5555555555555556,3,386,"(1056,)",5
0.0155,0.11538461538461538,2,1247,"(63,)",5
0.0155,0.35294117647058826,2,63,"(1247,)",5
0.0155,0.15789473684210525,2,1026,"(1080,)",5
0.0155,0.35294117647058826,2,252,"(1247,)",5
0.0155,0.2727272727272727,2,1080,"(1026,)",5
0.0155,0.14285714285714285,2,1118,"(1028,)",5
0.0155,0.3157894736842105,2,1028,"(1118,)",5
0.01292,0.17857142857142858,2,255,"(635,)",5
0.01292,0.18518518518518517,11,1174,"(602,)",5
0.01292,0.8333333333333333,11,602,"(1174,)",5
0.0155,0.1,2,703,"(973,)",5
0.01292,0.35714285714285715,2,1242,"(1267,)",5
0.0155,0.2142857142857143,11,1319,"(900,)",5
0.0155,0.8571428571428572,11,900,"(1319,)",5
0.0155,0.4,2,1048,"(712,)",5
0.0155,0.4615384615384615,11,1035,"(1023,)",5
0.01292,0.5,2,709,"(951,)",5
0.0155,0.4615384615384615,11,136,"(1048,)",5
0.0155,0.10714285714285715,2,712,"(1048,)",5
0.01292,0.1,2,1267,"(1527,)",5
0.01292,0.3333333333333333,2,1527,"(1267,)",5
0.0155,0.4285714285714286,2,973,"(703,)",5
0.0155,0.17647058823529413,2,1087,"(238,)",5
0.0155,0.12244897959183675,2,697,"(363,)",5
0.01292,0.2,2,635,"(1034,)",5
0.01292,0.17857142857142858,2,1034,"(635,)",5
0.01292,0.45454545454545453,2,1112,"(703,)",5
0.01292,0.29411764705882354,2,595,"(366,)",5
0.01292,0.29411764705882354,2,63,"(366,)",5
0.01292,0.1282051282051282,2,366,"(63,)",5
0.01292,0.1282051282051282,2,366,"(595,)",5
0.0155,0.4,11,1023,"(1035,)",5
0.0155,0.4,11,1048,"(136,)",5
0.01292,0.8333333333333333,64,723,"(722,)",5
0.01292,1.0,64,722,"(723,)",5
0.01292,0.3846153846153846,2,266,"(1030,)",5
0.01292,0.1923076923076923,2,626,"(711,)",5
0.01292,0.3846153846153846,2,1321,"(1030,)",5
0.01292,0.1923076923076923,2,239,"(308,)",5
0.0155,0.12244897959183675,2,697,"(1526,)",5
0.0155,0.375,2,367,"(697,)",5
0.01292,0.3846153846153846,11,909,"(695,)",5
0.01292,0.3846153846153846,11,695,"(909,)",5
0.01292,0.25,3,146,"(103,)",5
0.01292,0.1282051282051282,3,366,"(702,)",5
0.01292,0.31249999999999994,3,702,"(366,)",5
0.01292,0.41666666666666663,3,1213,"(1247,)",5
0.01292,0.41666666666666663,3,615,"(1247,)",5
0.01292,0.41666666666666663,3,847,"(1247,)",5
0.0155,0.2,1,1245,"(951,)",5
0.0155,0.15,1,849,"(712,)",5
0.0155,0.10714285714285715,1,712,"(849,)",5
0.01292,0.10204081632653061,1,1062,"(633,)",5
0.01292,0.13157894736842105,1,633,"(1062,)",5
0.01292,0.13157894736842105,1,61,"(697,)",5
0.01292,0.10204081632653061,1,697,"(61,)",5
0.01292,0.07575757575757576,2,951,"(1211,)",5
0.0155,0.09090909090909091,1,951,"(1245,)",5
0.0155,0.09090909090909091,2,951,"(995,)",5
0.0155,0.17647058823529413,2,1087,"(1027,)",5
0.0155,0.6666666666666666,11,386,"(307,)",5
0.01292,0.07575757575757576,2,951,"(709,)",5
0.0155,0.2727272727272727,11,307,"(386,)",5
0.0155,0.2608695652173913,2,542,"(65,)",5
0.01292,0.5555555555555556,10,1505,"(146,)",5
0.01292,0.2777777777777778,10,598,"(1211,)",5
0.0155,0.375,2,1526,"(697,)",5
0.0155,0.2222222222222222,2,1174,"(1521,)",5
0.01292,0.25,2,833,"(1026,)",5
0.0155,0.35294117647058826,2,1240,"(710,)",5
0.0155,0.35294117647058826,2,267,"(710,)",5
0.0155,0.13043478260869565,2,710,"(1240,)",5
0.0155,0.13043478260869565,2,710,"(267,)",5
0.0155,0.125,1,1348,"(757,)",5
0.0155,0.14634146341463414,1,757,"(1348,)",5
0.0155,0.20689655172413793,2,1521,"(1174,)",5
0.01292,0.7142857142857143,13,613,"(614,)",5
0.01292,0.23809523809523808,13,614,"(613,)",5
0.0155,0.20689655172413793,2,1521,"(1027,)",5
0.0155,0.2222222222222222,2,1027,"(1521,)",5
0.01292,0.11904761904761904,2,1118,"(265,)",5
0.0155,0.12244897959183675,2,697,"(367,)",5
0.0155,0.09090909090909091,2,951,"(1283,)",5
0.0155,0.375,2,1317,"(1062,)",5
0.0155,0.12244897959183675,2,1062,"(1317,)",5
0.01292,0.09615384615384615,3,1247,"(847,)",5
0.01292,0.09615384615384615,3,1247,"(615,)",5
0.0155,0.4615384615384615,2,1283,"(951,)",5
0.0155,0.09090909090909091,2,951,"(466,)",5
0.01292,0.09615384615384615,3,1247,"(1213,)",5
0.0155,0.4615384615384615,2,466,"(951,)",5
0.01292,0.29411764705882354,2,265,"(1118,)",5
0.0155,0.2608695652173913,2,542,"(1370,)",5
0.0155,0.16216216216216217,2,65,"(542,)",5
0.0155,0.16216216216216217,2,1370,"(542,)",5
0.01292,0.18518518518518517,2,308,"(626,)",5
0.01292,0.17857142857142858,1,255,"(951,)",5
0.01292,0.25,2,1279,"(700,)",5
0.0155,0.375,3,724,"(705,)",5
0.0155,0.5,2,250,"(951,)",5
0.01292,0.07575757575757576,1,951,"(255,)",5
0.01292,0.1923076923076923,1,1239,"(1056,)",5
0.0155,0.375,3,364,"(705,)",5
0.01292,0.0704225352112676,1,1056,"(1239,)",5
0.01292,0.18518518518518517,2,711,"(626,)",5
0.01292,0.18518518518518517,2,317,"(626,)",5
0.01292,0.09259259259259259,2,953,"(136,)",5
0.01292,0.09259259259259259,2,1030,"(466,)",5
0.01292,0.18518518518518517,2,1174,"(1239,)",5
0.01292,0.18518518518518517,2,308,"(239,)",5
0.01292,0.18518518518518517,2,317,"(1238,)",5
0.01292,0.3846153846153846,2,1040,"(1030,)",5
0.01292,0.3846153846153846,2,136,"(953,)",5
0.01292,0.1923076923076923,2,626,"(317,)",5
0.01292,0.1923076923076923,2,1238,"(1174,)",5
0.01292,0.3846153846153846,2,466,"(1030,)",5
0.01292,0.1923076923076923,2,1239,"(1174,)",5
0.01292,0.3846153846153846,2,909,"(1030,)",5
0.01292,0.1923076923076923,2,1238,"(317,)",5
0.01292,0.8333333333333333,9,749,"(700,)",5
0.01292,0.09259259259259259,2,1030,"(1040,)",5
0.01292,0.09259259259259259,2,1030,"(909,)",5
0.01292,0.25,2,756,"(61,)",5
0.01292,0.3333333333333333,2,1048,"(705,)",5
0.01292,0.13157894736842105,2,61,"(756,)",5
0.01292,0.15151515151515152,2,700,"(1279,)",5
0.0155,0.24000000000000002,2,635,"(1087,)",5
0.0155,0.17647058823529413,2,1087,"(635,)",5
0.0155,0.09090909090909091,2,951,"(250,)",5
0.0155,0.08450704225352113,1,1056,"(255,)",5
0.0155,0.2142857142857143,1,35,"(1056,)",5
0.01292,0.3333333333333333,2,1165,"(705,)",5
0.01292,0.10638297872340424,2,705,"(1048,)",5
0.0155,0.2142857142857143,1,255,"(1056,)",5
0.01292,0.10638297872340424,2,705,"(1165,)",5
0.01292,0.25,10,146,"(1505,)",5
0.01292,0.09259259259259259,2,1030,"(1321,)",5
0.0155,0.08450704225352113,1,1056,"(35,)",5
0.01292,0.2,9,635,"(625,)",5
0.01292,0.5,2,1211,"(951,)",5
0.0155,0.08108108108108109,1,982,"(317,)",5
0.01292,0.15624999999999997,2,954,"(307,)",5
0.01292,0.08333333333333333,2,703,"(1112,)",5
0.01292,0.15624999999999997,2,864,"(1080,)",5
0.01292,0.22727272727272727,2,307,"(954,)",5
0.01292,0.22727272727272727,2,1080,"(864,)",5
0.01292,0.18518518518518517,2,1174,"(1238,)",5
0.01292,0.09259259259259259,2,1030,"(266,)",5
0.0155,0.11538461538461538,2,1247,"(252,)",5
0.01292,0.45454545454545453,2,1450,"(956,)",5
0.01292,0.11904761904761904,1,1118,"(366,)",5
0.01292,0.22727272727272727,1,952,"(1056,)",5
0.01292,0.29411764705882354,10,63,"(628,)",5
0.01292,0.3846153846153846,2,1337,"(1247,)",5
0.01292,0.09615384615384615,2,1247,"(1337,)",5
0.0155,0.2142857142857143,3,35,"(998,)",5
0.01292,0.18518518518518517,2,317,"(841,)",5
0.0155,0.3,3,1320,"(1026,)",5
0.0155,0.35294117647058826,2,258,"(1266,)",5
0.0155,0.3,3,708,"(61,)",5
0.0155,0.3,3,1279,"(61,)",5
0.0155,0.08450704225352113,1,1056,"(260,)",5
0.0155,0.2222222222222222,1,260,"(1056,)",5
0.0155,0.15,3,64,"(639,)",5
0.0155,0.15,3,849,"(1028,)",5
0.01292,0.22727272727272727,2,952,"(1087,)",5
0.01292,0.2,2,841,"(317,)",5
0.01292,0.14705882352941177,2,1087,"(952,)",5
0.0155,0.14285714285714285,3,1118,"(25,)",5
0.0155,0.3333333333333333,3,25,"(1118,)",5
0.01292,0.11904761904761904,3,1118,"(1023,)",5
0.0155,0.15789473684210525,3,61,"(708,)",5
0.0155,0.15789473684210525,3,61,"(1279,)",5
0.01292,0.1923076923076923,1,239,"(703,)",5
0.0155,0.15789473684210525,3,1026,"(1320,)",5
0.0155,0.2222222222222222,9,1027,"(1505,)",5
0.0155,0.6666666666666666,9,386,"(1174,)",5
0.01292,0.45454545454545453,10,981,"(1148,)",5
0.01292,0.45454545454545453,10,628,"(63,)",5
0.01292,0.10204081632653061,3,1324,"(909,)",5
0.0155,0.2222222222222222,3,998,"(35,)",5
0.01292,0.6249999999999999,12,919,"(1028,)",5
0.01292,0.5555555555555556,12,1505,"(81,)",5
0.01292,0.29411764705882354,12,81,"(1505,)",5
0.0155,0.35294117647058826,12,63,"(60,)",5
0.0155,0.5454545454545454,12,60,"(63,)",5
0.01292,0.1923076923076923,12,1238,"(1,)",5
0.01292,0.3846153846153846,12,1283,"(318,)",5
0.01292,0.29411764705882354,2,265,"(64,)",5
0.0155,0.17647058823529413,2,1087,"(972,)",5
0.01292,0.29411764705882354,2,258,"(64,)",5
0.01292,0.8333333333333333,12,1,"(1238,)",5
0.01292,0.41666666666666663,12,318,"(1283,)",5
0.01292,0.10204081632653061,3,1324,"(1337,)",5
0.0155,0.2142857142857143,3,1034,"(82,)",5
0.01292,0.125,2,64,"(258,)",5
0.0155,0.1875,1,864,"(951,)",5
0.0155,0.125,2,1348,"(265,)",5
0.0155,0.25,2,972,"(1087,)",5
0.01292,0.125,2,64,"(265,)",5
0.0155,0.35294117647058826,2,265,"(1348,)",5
0.01292,0.3846153846153846,3,909,"(1324,)",5
0.0155,0.2222222222222222,3,1027,"(35,)",5
0.01292,0.3846153846153846,3,1337,"(1324,)",5
0.01292,0.29411764705882354,10,1148,"(981,)",5
0.01292,0.08333333333333333,1,703,"(239,)",5
0.01292,0.0704225352112676,1,1056,"(952,)",5
0.01292,0.07462686567164178,2,956,"(984,)",5
0.0155,0.6666666666666666,9,1505,"(1027,)",5
0.01292,0.41666666666666663,2,0,"(1120,)",5
0.01292,0.08064516129032258,2,1120,"(0,)",5
0.01292,0.13513513513513514,1,1370,"(705,)",5
0.01292,0.10638297872340424,1,705,"(1370,)",5
0.01292,0.41666666666666663,2,1213,"(1120,)",5
0.01292,0.1923076923076923,9,253,"(835,)",5
0.01292,0.3846153846153846,9,1283,"(1101,)",5
0.01292,0.1923076923076923,9,253,"(387,)",5
0.01292,0.31249999999999994,9,1101,"(1283,)",5
0.01292,0.6249999999999999,9,835,"(253,)",5
0.01292,0.6249999999999999,9,387,"(253,)",5
0.01292,0.08064516129032258,2,1120,"(994,)",5
0.01292,0.41666666666666663,2,62,"(1120,)",5
0.01292,0.08064516129032258,2,1120,"(62,)",5
0.01292,0.41666666666666663,2,994,"(1120,)",5
